"year","unitid","inst_name","state_name","inst_control","cc_basic_2015","default_rate","completion_rate_150pct"
"2002","142832","ADLER SCHOOL OF PROFESSIONAL PSYCHOLOGY","Illinois","Private not-for-profit","","0.044",""
"2002","142957","AMERICAN ISLAMIC COLLEGE","Illinois","Private not-for-profit","","",""
"2002","143048","SCHOOL OF ART INSTITUTE OF CHICAGO","Illinois","Private not-for-profit","","0.042","0.552"
"2002","143084","AUGUSTANA COLLEGE","Illinois","Private not-for-profit","","0.024","0.77"
"2002","143118","AURORA UNIVERSITY","Illinois","Private not-for-profit","","0.056","0.486"
"2002","143163","BARAT COLLEGE","Illinois","Private not-for-profit","","0.114","0.33"
"2002","143288","BLACKBURN COLLEGE","Illinois","Private not-for-profit","","0.033","0.348"
"2002","143297","BLESSING RIEMAN COLLEGE OF NURSING","Illinois","Private not-for-profit","","0.013","0.391"
"2002","143358","BRADLEY UNIVERSITY","Illinois","Private not-for-profit","","0.011","0.712"
"2002","143367","BRISK RABBINICAL COLLEGE","Illinois","Private not-for-profit","","",""
"2002","143659","CATHOLIC THEOLOGICAL UNION AT CHICAGO","Illinois","Private not-for-profit","","0",""
"2002","143853","MIDWESTERN UNIVERSITY","Illinois","Private not-for-profit","","0.005",""
"2002","143941","CHICAGO NATIONAL COLLEGE OF NAPRAPATHY","Illinois","Private not-for-profit","","",""
"2002","143978","CHICAGO SCHOOL OF PROFESSIONAL PSYCHOLOGY","Illinois","Private not-for-profit","","0",""
"2002","144005","CHICAGO STATE UNIVERSITY","Illinois","Public","","0.089","0.152"
"2002","144014","CHICAGO THEOLOGICAL SEMINARY","Illinois","Private not-for-profit","","0.073",""
"2002","144050","UNIVERSITY OF CHICAGO","Illinois","Private not-for-profit","","0.015","0.871"
"2002","144281","COLUMBIA COLLEGE CHICAGO","Illinois","Private not-for-profit","","0.088","0.273"
"2002","144351","CONCORDIA UNIVERSITY","Illinois","Private not-for-profit","","0.037","0.518"
"2002","144740","DEPAUL UNIVERSITY","Illinois","Private not-for-profit","","0.029","0.637"
"2002","144838","DR WILLIAM SCHOLL COLL OF PODIATRIC MED-FINCH UNIV","Illinois","Private not-for-profit","","0.009",""
"2002","144883","EAST-WEST UNIVERSITY","Illinois","Private not-for-profit","","0","0.102"
"2002","144892","EASTERN ILLINOIS UNIVERSITY","Illinois","Public","","0.027","0.595"
"2002","144962","ELMHURST COLLEGE","Illinois","Private not-for-profit","","0.026","0.713"
"2002","144971","EUREKA COLLEGE","Illinois","Private not-for-profit","","0.04","0.482"
"2002","145275","GARRETT EVANGELICAL THEOLOGICAL SEMINARY","Illinois","Private not-for-profit","","0",""
"2002","145336","GOVERNORS STATE UNIVERSITY","Illinois","Public","","0.041",""
"2002","145372","GREENVILLE COLLEGE","Illinois","Private not-for-profit","","0.037","0.541"
"2002","145497","HEBREW THEOLOGICAL COLLEGE","Illinois","Private not-for-profit","","0.058","0.2"
"2002","145558","FINCH UNIVERSITY OF HEALTH SCIENCE-CHICAGO MED SCH","Illinois","Private not-for-profit","","0.018",""
"2002","145600","UNIVERSITY OF ILLINOIS AT CHICAGO","Illinois","Public","","0.024","0.455"
"2002","145619","BENEDICTINE UNIVERSITY","Illinois","Private not-for-profit","","0.029","0.53"
"2002","145628","ILLINOIS COLLEGE OF OPTOMETRY","Illinois","Private not-for-profit","","0",""
"2002","145637","UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN","Illinois","Public","","0.017","0.807"
"2002","145646","ILLINOIS WESLEYAN UNIVERSITY","Illinois","Private not-for-profit","","0.012","0.743"
"2002","145691","ILLINOIS COLLEGE","Illinois","Private not-for-profit","","0.032","0.554"
"2002","145725","ILLINOIS INSTITUTE OF TECHNOLOGY","Illinois","Private not-for-profit","","0.027","0.623"
"2002","145761","ILLINOIS BAPTIST COLLEGE","Illinois","Private not-for-profit","","","0.067"
"2002","145813","ILLINOIS STATE UNIVERSITY","Illinois","Public","","0.023","0.591"
"2002","145886","INSTITUTE FOR CLINICAL SOCIAL WORK","Illinois","Private not-for-profit","","0.043",""
"2002","145901","INSTITUTE FOR PSYCHOANALYSIS","Illinois","Private not-for-profit","","",""
"2002","146241","JOHN MARSHALL LAW SCHOOL","Illinois","Private not-for-profit","","0.02",""
"2002","146339","JUDSON COLLEGE","Illinois","Private not-for-profit","","0.034","0.468"
"2002","146393","KENDALL COLLEGE","Illinois","Private not-for-profit","","0.116","0.313"
"2002","146427","KNOX COLLEGE","Illinois","Private not-for-profit","","0.019","0.783"
"2002","146481","LAKE FOREST COLLEGE","Illinois","Private not-for-profit","","0.035","0.659"
"2002","146490","LAKE FOREST GRADUATE SCHOOL OF MANAGEMENT","Illinois","Private not-for-profit","","0.038",""
"2002","146533","LAKEVIEW COLLEGE OF NURSING","Illinois","Private not-for-profit","","0.043",""
"2002","146612","LEWIS UNIVERSITY","Illinois","Private not-for-profit","","0.042","0.503"
"2002","146667","LINCOLN CHRISTIAN COLLEGE AND SEMINARY","Illinois","Private not-for-profit","","0.022","0.468"
"2002","146676","LINCOLN COLLEGE","Illinois","Private not-for-profit","","0.121","0.47"
"2002","146719","LOYOLA UNIVERSITY CHICAGO","Illinois","Private not-for-profit","","0.034","0.678"
"2002","146728","LUTHERAN SCHOOL OF THEOLOGY AT CHICAGO","Illinois","Private not-for-profit","","0.023",""
"2002","146755","TRINITY COLLEGE OF NURSING","Illinois","Private not-for-profit","","0.043","1"
"2002","146825","MACMURRAY COLLEGE","Illinois","Private not-for-profit","","0.065","0.48"
"2002","146977","MCCORMICK THEOLOGICAL SEMINARY","Illinois","Private not-for-profit","","0.032",""
"2002","147013","MCKENDREE COLLEGE","Illinois","Private not-for-profit","","0.038","0.607"
"2002","147031","MEADVILLE-LOMBARD THEOLOGICAL SCHOOL","Illinois","Private not-for-profit","","0.027",""
"2002","147244","MILLIKIN UNIVERSITY","Illinois","Private not-for-profit","","0.042","0.605"
"2002","147341","MONMOUTH COLLEGE","Illinois","Private not-for-profit","","0.041","0.607"
"2002","147369","MOODY BIBLE INSTITUTE","Illinois","Private not-for-profit","","","0.623"
"2002","147518","NATIVE AMERICAN EDUCATIONAL SERVICES COLLEGE INC","Illinois","Private not-for-profit","","0",""
"2002","147536","NATIONAL-LOUIS UNIVERSITY","Illinois","Private not-for-profit","","0.018","0.186"
"2002","147590","NATIONAL UNIVERSITY OF HEALTH SCIENCES","Illinois","Private not-for-profit","","0.009",""
"2002","147660","NORTH CENTRAL COLLEGE","Illinois","Private not-for-profit","","0.041","0.663"
"2002","147679","NORTH PARK UNIVERSITY","Illinois","Private not-for-profit","","0.083","0.488"
"2002","147697","NORTHERN BAPTIST THEOLOGICAL SEMINARY","Illinois","Private not-for-profit","","",""
"2002","147703","NORTHERN ILLINOIS UNIVERSITY","Illinois","Public","","0.041","0.529"
"2002","147767","NORTHWESTERN UNIVERSITY","Illinois","Private not-for-profit","","0.007","0.931"
"2002","147776","NORTHEASTERN ILLINOIS UNIVERSITY","Illinois","Public","","0.077","0.179"
"2002","147828","OLIVET NAZARENE UNIVERSITY","Illinois","Private not-for-profit","","0.02","0.54"
"2002","148016","PRINCIPIA COLLEGE","Illinois","Private not-for-profit","","","0.779"
"2002","148131","QUINCY UNIVERSITY","Illinois","Private not-for-profit","","0.035","0.464"
"2002","148335","ROBERT MORRIS COLLEGE","Illinois","Private not-for-profit","","0.071","0.547"
"2002","148405","ROCKFORD COLLEGE","Illinois","Private not-for-profit","","0.032","0.44"
"2002","148487","ROOSEVELT UNIVERSITY","Illinois","Private not-for-profit","","0.061","0.245"
"2002","148496","DOMINICAN UNIVERSITY","Illinois","Private not-for-profit","","0.025","0.603"
"2002","148511","RUSH UNIVERSITY","Illinois","Private not-for-profit","","0.009",""
"2002","148575","SAINT FRANCIS MEDICAL CENTER COLLEGE OF NURSING","Illinois","Private not-for-profit","","0",""
"2002","148584","UNIVERSITY OF ST FRANCIS","Illinois","Private not-for-profit","","0.02","0.552"
"2002","148593","ST JOHNS COLLEGE","Illinois","Private not-for-profit","","0",""
"2002","148627","SAINT XAVIER UNIVERSITY","Illinois","Private not-for-profit","","0.029","0.515"
"2002","148654","UNIVERSITY OF ILLINOIS AT SPRINGFIELD","Illinois","Public","","0.022",""
"2002","148724","SEABURY-WESTERN THEOLOGICAL SEMINARY","Illinois","Private not-for-profit","","0.034",""
"2002","148849","SHIMER COLLEGE","Illinois","Private not-for-profit","","0.125","0.211"
"2002","148876","SAINT AUGUSTINE COLLEGE","Illinois","Private not-for-profit","","0","0.25"
"2002","148885","UNIVERSITY OF SAINT MARY OF THE LAKE","Illinois","Private not-for-profit","","0.062",""
"2002","148982","SPERTUS COLLEGE","Illinois","Private not-for-profit","","0.078",""
"2002","149028","SAINT ANTHONY COLLEGE OF NURSING","Illinois","Private not-for-profit","","0",""
"2002","149222","SOUTHERN ILLINOIS UNIVERSITY-CARBONDALE","Illinois","Public","","0.056","0.448"
"2002","149231","SOUTHERN ILLINOIS UNIVERSITY-EDWARDSVILLE","Illinois","Public","","0.038","0.446"
"2002","149240","SOUTHERN ILLINOIS UNIVERSITY-SYSTEMS OFFICE","Illinois","Public","","",""
"2002","149329","TELSHE YESHIVA-CHICAGO","Illinois","Private not-for-profit","","0","0.174"
"2002","149505","TRINITY CHRISTIAN COLLEGE","Illinois","Private not-for-profit","","0.03","0.594"
"2002","149514","TRINITY INTERNATIONAL UNIVERSITY","Illinois","Private not-for-profit","","0.044","0.482"
"2002","149587","UNIVERSITY OF ILLINOIS UNIVERSITY ADMINISTRATION","Illinois","Public","","",""
"2002","149639","VANDERCOOK COLLEGE OF MUSIC","Illinois","Private not-for-profit","","0.088","0.333"
"2002","149763","WEST SUBURBAN COLLEGE OF NURSING","Illinois","Private not-for-profit","","",""
"2002","149772","WESTERN ILLINOIS UNIVERSITY","Illinois","Public","","0.035","0.553"
"2002","149781","WHEATON COLLEGE","Illinois","Private not-for-profit","","0.004","0.863"
"2002","156189","ALICE LLOYD COLLEGE","Kentucky","Private not-for-profit","","0.035","0.313"
"2002","156213","ASBURY COLLEGE","Kentucky","Private not-for-profit","","0.016","0.627"
"2002","156222","ASBURY THEOLOGICAL SEMINARY","Kentucky","Private not-for-profit","","0.006",""
"2002","156286","BELLARMINE UNIVERSITY","Kentucky","Private not-for-profit","","0.014","0.657"
"2002","156295","BEREA COLLEGE","Kentucky","Private not-for-profit","","0.082","0.493"
"2002","156356","BRESCIA UNIVERSITY","Kentucky","Private not-for-profit","","0.038","0.31"
"2002","156365","CAMPBELLSVILLE UNIVERSITY","Kentucky","Private not-for-profit","","0.072","0.392"
"2002","156408","CENTRE COLLEGE","Kentucky","Private not-for-profit","","0.006","0.814"
"2002","156417","CLEAR CREEK BAPTIST BIBLE COLLEGE","Kentucky","Private not-for-profit","","0","0.941"
"2002","156541","CUMBERLAND COLLEGE","Kentucky","Private not-for-profit","","0.062","0.344"
"2002","156620","EASTERN KENTUCKY UNIVERSITY","Kentucky","Public","","0.074","0.34"
"2002","156727","FRONTIER SCHOOL OF MIDWIFERY AND FAMILY NURSING","Kentucky","Private not-for-profit","","0.012",""
"2002","156745","GEORGETOWN COLLEGE","Kentucky","Private not-for-profit","","0.012","0.602"
"2002","157030","KENTUCKY MOUNTAIN BIBLE COLLEGE","Kentucky","Private not-for-profit","","0","0.591"
"2002","157058","KENTUCKY STATE UNIVERSITY","Kentucky","Public","","0.208","0.321"
"2002","157076","KENTUCKY WESLEYAN COLLEGE","Kentucky","Private not-for-profit","","0.044","0.498"
"2002","157085","UNIVERSITY OF KENTUCKY","Kentucky","Public","","0.023","0.611"
"2002","157100","KENTUCKY CHRISTIAN COLLEGE","Kentucky","Private not-for-profit","","0.026","0.333"
"2002","157207","LEXINGTON THEOLOGICAL SEMINARY","Kentucky","Private not-for-profit","","0.027",""
"2002","157216","LINDSEY WILSON COLLEGE","Kentucky","Private not-for-profit","","0.115","0.258"
"2002","157234","LOUISVILLE BIBLE COLLEGE","Kentucky","Private not-for-profit","","",""
"2002","157289","UNIVERSITY OF LOUISVILLE","Kentucky","Public","","0.045","0.347"
"2002","157298","LOUISVILLE PRESBYTERIAN THEOLOGICAL SEMINARY","Kentucky","Private not-for-profit","","0",""
"2002","157359","MID-CONTINENT COLLEGE","Kentucky","Private not-for-profit","","0.034","0.269"
"2002","157377","MIDWAY COLLEGE","Kentucky","Private not-for-profit","","0.045","0.318"
"2002","157386","MOREHEAD STATE UNIVERSITY","Kentucky","Public","","0.092","0.386"
"2002","157401","MURRAY STATE UNIVERSITY","Kentucky","Public","","0.054","0.481"
"2002","157447","NORTHERN KENTUCKY UNIVERSITY","Kentucky","Public","","0.051","0.281"
"2002","157535","PIKEVILLE COLLEGE","Kentucky","Private not-for-profit","","0.063","0.292"
"2002","157544","PORTLAND CHRISTIAN SCHOOL OF BIBLICAL STUDIES","Kentucky","Private not-for-profit","","",""
"2002","157687","SIMMONS BIBLE COLLEGE","Kentucky","Private not-for-profit","","",""
"2002","157748","SOUTHERN BAPTIST THEOLOGICAL SEMINARY","Kentucky","Private not-for-profit","","","0.071"
"2002","157757","SPALDING UNIVERSITY","Kentucky","Private not-for-profit","","0.027","0.457"
"2002","157809","THOMAS MORE COLLEGE","Kentucky","Private not-for-profit","","0.026","0.564"
"2002","157818","TRANSYLVANIA UNIVERSITY","Kentucky","Private not-for-profit","","0.009","0.658"
"2002","157863","UNION COLLEGE","Kentucky","Private not-for-profit","","0.058","0.37"
"2002","157951","WESTERN KENTUCKY UNIVERSITY","Kentucky","Public","","0.075","0.415"
"2002","247056","CENTER FOR PSYCHOANALYTIC STUDY","Illinois","Private not-for-profit","","",""
"2002","247922","INGALLS MEMORIAL HOSPITAL DIETETIC INTERNSHIP","Illinois","Private not-for-profit","","0",""
"2002","260947","CHRISTIAN LIFE COLLEGE","Illinois","Private not-for-profit","","0.095","0.8"
"2002","260956","KNOWLEDGE SYSTEMS INSTITUTE","Illinois","Private not-for-profit","","0",""
"2002","364122","ST JOHNS HOSPITAL SCHOOL OF CLINICAL LAB SCIENCE","Illinois","Private not-for-profit","","0",""
"2002","364131","ST JOHNS HOSPITAL SCHOOL OF DIETETICS","Illinois","Private not-for-profit","","0",""
"2002","365578","CHICAGO BAPTIST INSTITUTE","Illinois","Private not-for-profit","","",""
"2002","383729","ROBERT MORRIS COLLEGE-ORLAND PARK","Illinois","Private not-for-profit","","0.071",""
"2002","383738","ROBERT MORRIS COLLEGE-SPRINGFIELD","Illinois","Private not-for-profit","","0.071",""
"2002","409254","ERIKSON INSTITUTE","Illinois","Private not-for-profit","","0",""
"2002","409342","ST SAVA SERBIAN ORTHODOX SCHOOL OF THEOLOGY","Illinois","Private not-for-profit","","",""
"2002","420787","JEWISH UNIVERSITY OF AMERICA","Illinois","Private not-for-profit","","",""
"2002","433305","RAVENSWOOD HOSPITAL MEDICAL CENTER-SCH OF ANESTH","Illinois","Private not-for-profit","","0",""
"2002","433554","ROBERT MORRIS COLLEGE-DUPAGE CAMPUS","Illinois","Private not-for-profit","","0.071",""
"2002","437866","UNION COLLEGE-BENNETT CENTER","Kentucky","Private not-for-profit","","0.058",""
"2001","142832","ADLER SCHOOL OF PROFESSIONAL PSYCHOLOGY","Illinois","Private not-for-profit","","0.029",""
"2001","142957","AMERICAN ISLAMIC COLLEGE","Illinois","Private not-for-profit","","","1"
"2001","143048","SCHOOL OF ART INSTITUTE OF CHICAGO","Illinois","Private not-for-profit","","0.045","0.498"
"2001","143084","AUGUSTANA COLLEGE","Illinois","Private not-for-profit","","0.023","0.744"
"2001","143118","AURORA UNIVERSITY","Illinois","Private not-for-profit","","0.04","0.428"
"2001","143163","BARAT COLLEGE","Illinois","Private not-for-profit","","0.035","0.645"
"2001","143242","BIBLE MISSIONARY INSTITUTE","Illinois","Private not-for-profit","","",""
"2001","143288","BLACKBURN COLLEGE","Illinois","Private not-for-profit","","0.038","0.394"
"2001","143297","BLESSING RIEMAN COLLEGE OF NURSING","Illinois","Private not-for-profit","","0.01","0.308"
"2001","143358","BRADLEY UNIVERSITY","Illinois","Private not-for-profit","","0.021","0.702"
"2001","143367","BRISK RABBINICAL COLLEGE","Illinois","Private not-for-profit","","",""
"2001","143659","CATHOLIC THEOLOGICAL UNION AT CHICAGO","Illinois","Private not-for-profit","","0",""
"2001","143853","MIDWESTERN UNIVERSITY","Illinois","Private not-for-profit","","0.002",""
"2001","143941","CHICAGO NATIONAL COLLEGE OF NAPRAPATHY","Illinois","Private not-for-profit","","",""
"2001","143978","CHICAGO SCHOOL OF PROFESSIONAL PSYCHOLOGY","Illinois","Private not-for-profit","","0",""
"2001","144005","CHICAGO STATE UNIVERSITY","Illinois","Public","","0.085","0.178"
"2001","144014","CHICAGO THEOLOGICAL SEMINARY","Illinois","Private not-for-profit","","0.028",""
"2001","144050","UNIVERSITY OF CHICAGO","Illinois","Private not-for-profit","","0.01","0.892"
"2001","144281","COLUMBIA COLLEGE CHICAGO","Illinois","Private not-for-profit","","0.086","0.271"
"2001","144351","CONCORDIA UNIVERSITY","Illinois","Private not-for-profit","","0.018","0.606"
"2001","144740","DEPAUL UNIVERSITY","Illinois","Private not-for-profit","","0.04","0.628"
"2001","144838","DR WILLIAM SCHOLL COLL OF PODIATRIC MED-FINCH UNIV","Illinois","Private not-for-profit","","0",""
"2001","144883","EAST-WEST UNIVERSITY","Illinois","Private not-for-profit","","0","0.031"
"2001","144892","EASTERN ILLINOIS UNIVERSITY","Illinois","Public","","0.043","0.664"
"2001","144962","ELMHURST COLLEGE","Illinois","Private not-for-profit","","0.018","0.707"
"2001","144971","EUREKA COLLEGE","Illinois","Private not-for-profit","","0.022","0.523"
"2001","145026","FAITH SCHOOL OF THEOLOGY","Illinois","Private not-for-profit","","",""
"2001","145275","GARRETT EVANGELICAL THEOLOGICAL SEMINARY","Illinois","Private not-for-profit","","0.018",""
"2001","145336","GOVERNORS STATE UNIVERSITY","Illinois","Public","","0.054",""
"2001","145372","GREENVILLE COLLEGE","Illinois","Private not-for-profit","","0.051","0.542"
"2001","145497","HEBREW THEOLOGICAL COLLEGE","Illinois","Private not-for-profit","","0","0.346"
"2001","145558","FINCH UNIVERSITY OF HEALTH SCIENCE-CHICAGO MED SCH","Illinois","Private not-for-profit","","0.027",""
"2001","145600","UNIVERSITY OF ILLINOIS AT CHICAGO","Illinois","Public","","0.036","0.44"
"2001","145619","BENEDICTINE UNIVERSITY","Illinois","Private not-for-profit","","0.013","0.528"
"2001","145628","ILLINOIS COLLEGE OF OPTOMETRY","Illinois","Private not-for-profit","","0",""
"2001","145637","UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN","Illinois","Public","","0.024","0.797"
"2001","145646","ILLINOIS WESLEYAN UNIVERSITY","Illinois","Private not-for-profit","","0.012","0.833"
"2001","145691","ILLINOIS COLLEGE","Illinois","Private not-for-profit","","0.036","0.58"
"2001","145725","ILLINOIS INSTITUTE OF TECHNOLOGY","Illinois","Private not-for-profit","","0.024","0.562"
"2001","145761","ILLINOIS BAPTIST COLLEGE","Illinois","Private not-for-profit","","",""
"2001","145813","ILLINOIS STATE UNIVERSITY","Illinois","Public","","0.032","0.573"
